TravelDistance(km);TravelSpeed(m/s);TotalDistance(km);FlightTime;CONV:TakeOffMass(kg);CONV:NeededFuel(l);CONV:Costs(Euro);SERI:TakeOffMass(kg);SERI:NeededFuel(l);SERI:NeededElectricity(Wh);SERI:Costs(Euro);SERI:HybDeg;PARA:TakeOffMass(kg);PARA:NeededFuel(l);PARA:NeededElectricity(Wh);PARA:Costs(Euro);PARA:HybDeg
100.0;60.0;123.42856880574014;0:36:56;755.0916282386261;9.100364131252263;14.74596071121104;876.493609382;0.0;28596.0664693;6.950432970094551;1.0;879.1572514;0.0;28648.0455898;6.963066784373433;1.0
100.0;65.0;123.43906629546555;0:34:48;756.8294309756773;10.986904852304937;17.801341474839937;892.419644837;0.0;32201.3170771;7.826043580082449;1.0;895.320585541;0.0;32258.7020124;7.839990121567779;1.0
100.0;70.0;123.42856880574014;0:32:58;763.1597592038569;12.710056607902212;20.594999570814306;900.039764556;3.9882446807185565;29149.4888967;13.54737901625047;0.8450967829145982;900.034424035;2.3593282339829784;32761.1199704;11.785758029796936;0.9177705091766388
100.0;75.0;123.44431504032826;0:31:23;776.9569382233246;13.633146301973738;22.087928954071153;900.021830664;7.889826844363597;24134.43289518997;18.6480710349146;0.6159007210516075;900.027116322;4.175119202280864;32758.93998;14.725603518171855;0.8279997458230433
120.0;20.0;144.46553821546385;1:49:10;753.853694260137;7.761311973017503;10.74486284949405;880.785129389;3.7047555562818766;27129.2040421;10.762616827000086;0.9675729579389883;757.256852431;7.813042475830116;5.04110335235;10.817526086642255;0.011414440383514468
120.0;25.0;144.46553821546385;1:29:10;752.4126193165628;6.191529805261325;8.571635674145258;844.861593769;0.0;21460.1272823;4.456452565931644;1.0;847.638148446;0.0;21609.9569227;4.4875664860230655;1.0
120.0;30.0;144.46553821546385;1:15:50;752.0181139869497;5.761722076057595;7.976604174573794;837.909940645;0.0;19333.4504284;4.014822635326017;1.0;841.582974799;0.0;19450.1831095;4.039063575250229;1.0
120.0;35.0;144.44454323601306;1:06:18;752.1137771695886;5.865721584373659;8.121762792782624;838.383978841;0.0;19540.989979;4.058510527546469;1.0;842.110927665;0.0;19638.3392914;4.07872921706268;1.0
120.0;40.0;144.46553821546385;0:59:10;752.4579018138861;6.240442293904228;8.639350769727363;842.495242127;0.0;20920.4314922;4.3443782684694225;1.0;845.688835026;0.0;21002.280499;4.361375195448214;1.0
120.0;45.0;144.4340457462876;0:53:36;752.9064515153625;6.728851241667144;9.31754172902838;852.571266717;0.0;23209.4541408;4.820772142927366;1.0;855.00439088;0.0;23265.7174959;4.832458450295401;1.0
120.0;50.0;144.46553821546385;0:49:10;753.7173040758137;7.607121945321675;10.531400137762953;865.334872964;0.0;26075.6570284;5.414922621097911;1.0;867.879260659;0.0;26125.3524047;5.4252424614378025;1.0
120.0;55.0;144.4182995116995;0:45:31;754.8419597843357;8.82940432303955;12.227542289160203;880.95154838;0.0;29611.6799255;6.1512315320748785;1.0;883.652305758;0.0;29655.3321164;6.160299397653049;1.0
120.0;60.0;144.46553821546385;0:42:30;756.4200162113814;10.542949964084832;14.595799239484363;897.779282777;0.0;33414.6901565;6.9389607866196075;1.0;900.024638856;1.337654573549571;32795.5688837;8.662259502709292;0.9697348297180277
120.0;65.0;144.45504072573846;0:39:56;758.5145713550968;12.814942492153932;17.742464960408423;900.025827606;5.0558938259565975;28841.1474992;12.989599952623788;0.8420728135547024;900.031453907;3.376916293353588;32582.4792979;11.442021194302413;0.903229558657858
120.0;70.0;144.44454323601306;0:37:44;764.8604641465373;14.966919432353128;20.72341273273044;900.038321631;8.724624096230249;24865.2162456;17.244551097677054;0.6678854457555385;900.030696422;5.297999234366671;32514.9480465;14.088786205950312;0.822831189895885
120.0;75.0;144.46553821546385;0:35:50;778.7369035297824;15.99557655017846;22.144487533520664;900.016469645;11.88621667435973;20350.2261106;20.681403711201014;0.4553355357295932;900.02156515;7.00886623766822;32684.1723359;16.49042703912924;0.7316057879233374
140.0;20.0;165.46051766628594;2:05:50;754.7913065765769;8.782053628582162;10.615286054277327;832.255000711;10.887903823290799;715.497392971;13.290455738102438;0.20520186492104997;758.206342178;8.841182753398092;5.07499540047;10.687678398953526;0.011461994176122148
140.0;25.0;165.46051766628594;1:42:30;753.1037679522275;6.944213967455956;8.39380181495818;859.654414266;0.0;24824.9951503;4.501072914633758;1.0;863.016797046;0.0;25037.6068649;4.5396219988984665;1.0
140.0;30.0;165.43952268683512;1:26:56;752.6450661690626;6.444636512021134;7.7909273520093;846.965992248;0.0;21944.9370152;3.979388357534159;1.0;849.551873174;0.0;22048.846218;3.9982307479942714;1.0
140.0;35.0;165.46051766628594;1:15:50;752.7506533944114;6.559251254853886;7.928479068442312;847.746706875;0.0;22118.4340981;4.010340547110502;1.0;850.237466371;0.0;22197.8848596;4.024745934441679;1.0
140.0;40.0;165.46051766628594;1:07:30;753.1536634826426;6.9980310609689695;8.458853096402322;855.00988838;0.0;23766.2265255;4.309105312984752;1.0;857.530341912;0.0;23836.4996579;4.321846684773832;1.0
140.0;45.0;165.45526892142323;1:01:01;753.6854701155818;7.576639281834862;9.158534909435978;866.977869412;0.0;26449.6379438;4.795792503234442;1.0;869.618149465;0.0;26518.7410557;4.808322133572081;1.0
140.0;50.0;165.46051766628594;0:55:50;754.6186807240801;8.586901401577203;10.379396272524609;881.537702371;0.0;29745.3389863;5.393190968910081;1.0;884.409059376;0.0;29828.3455176;5.408241060461361;1.0
140.0;55.0;165.4342739419724;0:51:35;755.9121268710427;9.991870095969716;12.079564721243262;899.48009429;0.0;33801.1794083;6.1295362689153645;1.0;900.042464143;1.9762311967914077;32675.9610194;8.31463176985175;0.9632201288749452
140.0;60.0;165.43952268683512;0:48:03;757.7828971656523;12.021931423361972;14.533324598764233;900.034783199;5.233403000710041;29326.6365026;11.644615893063794;0.8711419515647598;900.021530209;3.996757064211579;32414.9222733;10.70964816790001;0.9077496736503341
140.0;65.0;165.4027814727962;0:45:03;760.1899894299885;14.630764722850623;17.691074590854985;900.031211914;8.952918098980414;25985.9398987;15.538806505377888;0.7337154876918968;900.034963722;6.013362312930288;32263.4109054;13.122964259854676;0.8375869819719396
140.0;70.0;165.46051766628594;0:42:30;766.5030129464759;17.14641598574887;20.725688795838458;900.03730085;12.226131167226564;22193.9774417;18.8023439100494;0.564417043069247;900.010519585;7.938546759935282;32268.6637159;15.446399536950182;0.7540654324883495
140.0;75.0;165.4080302176589;0:40:16;780.5853748811038;18.44890442233979;22.307144820070764;900.011253042;15.458169143176141;17699.6157003;21.90112713921599;0.35273960558823236;900.00527631;9.84185084658778;32292.1653619;17.75690772878201;0.651534733441034
160.0;20.0;186.45549711710805;2:22:30;755.7319268969427;9.805559850129157;10.517855468718661;833.800702911;12.201825852301985;712.06389528;13.20275950766229;0.20649332561976363;759.160126464;9.87222331081072;5.11105366212;10.590183847096831;0.011514002976091398
160.0;25.0;186.45549711710802;1:55:50;753.7959442548361;7.697769909874903;8.256951421539615;875.920233584;0.0;28474.8334301;4.58149540298332;1.0;879.569740382;0.0;28748.6403593;4.625549925392176;1.0
160.0;30.0;186.4449996273826;1:38:03;753.2727199964387;7.1279880326348275;7.646209924514341;859.338999976;0.0;24744.4136225;3.9815088104190486;1.0;862.274954349;0.0;24876.5530684;4.002770755683993;1.0
160.0;35.0;186.43975088251995;1:25:21;753.3989443198476;7.265009871946404;7.793412979321408;859.796964084;0.0;24856.6681852;3.9996837692938296;1.0;862.667284918;0.0;24955.6932688;4.015617884706117;1.0
160.0;40.0;186.45549711710805;1:15:50;753.8497541301763;7.755560024035731;8.31893952599816;867.897245275;0.0;26661.9307573;4.289806066788309;1.0;870.633759922;0.0;26751.6008467;4.304233652585419;1.0
160.0;45.0;186.42925339279452;1:08:25;754.4472362003688;8.405536117625767;9.017400396831327;881.191459305;0.0;29670.4449966;4.774536901795064;1.0;884.17230374;0.0;29762.5812729;4.789363374779838;1.0
160.0;50.0;186.45549711710802;1:02:30;755.518949441238;9.565079005762831;10.259905611423454;898.186102764;0.0;33496.0426939;5.389389405804749;1.0;899.996288948;2.423904121179021;32545.1958158;7.836383058162672;0.963379747708003
160.0;55.0;186.4502483722453;0:57:39;756.9802248218361;11.151577021015177;11.961986769522785;900.039942977;4.792119262414569;30096.040188;9.982851052077145;0.9080686391520995;899.995228159;4.317748531886688;32267.1304374;9.823336978573751;0.9201356240353535
160.0;60.0;186.4135071582064;0:53:36;759.1000552161515;13.450291690071177;14.430597755618763;900.031901019;8.57840936920426;27259.8953175;13.590639283534998;0.7996509552572115;899.996943399;6.366654947932905;32037.9453923;11.986627929591066;0.8612213597398695
160.0;65.0;186.4187559030691;0:50:11;761.8532464434599;16.431618310905986;17.628717916613308;900.022966486;12.209431365590717;23913.2721567;16.94724558435448;0.6607902548496607;900.00186752;8.54548010354271;31907.8762463;14.302918690670463;0.7863696628765725
160.0;70.0;186.403009668481;0:47:15;768.2038217421064;19.403352365834508;20.81871145787131;900.028236975;15.46349035581155;20129.6007393;19.831150258333885;0.49159807013880497;900.006883166;10.5186573645636;32038.8608777;16.44231659507355;0.6990157832267403
160.0;75.0;186.42925339279452;0:44:43;782.4338931289815;20.902268125508726;22.42380714948097;900.011184728;18.8043240544921;15681.1589375;22.696543069388056;0.28317716541490545;900.007745675;12.885949828752322;30823.4303403;18.78403100494749;0.5749043884902159
180.0;20.0;207.45047656793014;2:39:10;756.6752883124649;10.831848591074655;10.442828351399559;835.356150827;13.522198408722943;708.635707876;13.139033460298329;0.20779411176713625;760.118638516;10.90621490447999;5.15223277693;10.515268916073094;0.011577053422065386
180.0;25.0;207.45047656793014;2:09:10;754.4890598130143;8.452204361277532;8.148647813310603;893.63169489;0.0;32478.0355294;4.696740552258745;1.0;897.928621306;0.0;32843.5605181;4.7496001544270205;1.0
180.0;30.0;207.45047656793014;1:49:10;753.8914572331054;7.801569145698068;7.52137982497565;872.139254825;0.0;27619.2214277;3.9940937063100965;1.0;875.244489051;0.0;27780.3206319;4.017390717750884;1.0
180.0;35.0;207.4189840987539;1:34:52;754.0362969832834;7.958676351542938;7.674009576436597;872.210099573;0.0;27629.0279322;3.996118492082517;1.0;875.133177363;0.0;27747.3079261;4.01322589347308;1.0
180.0;40.0;207.45047656793014;1:24:10;754.545994170388;8.513038956155924;8.207297565178946;881.055768225;0.0;29628.4996127;4.28466110604447;1.0;884.040846985;0.0;29736.0958582;4.300220903343576;1.0
180.0;45.0;207.45047656793014;1:15:50;755.2092381900578;9.234249050918152;8.902605772413711;895.797295372;0.0;32958.987372;4.766292358148549;1.0;898.976322048;0.0;33067.0933302;4.7819258664424575;1.0
180.0;50.0;207.45047656793014;1:09:10;756.4182021179855;10.541652668217466;10.163054665015993;900.011926228;4.141379137270936;30782.4805317;8.444185197287664;0.9388401050653361;900.010670977;4.594904563945268;32159.3427752;9.080534435061718;0.9319859039035675
180.0;55.0;207.40848660902847;1:03:42;758.0759387834142;12.340504047667613;11.89970984256768;900.042328454;7.797745379956723;28470.7334872;11.637282157876164;0.8565811135459962;899.996542941;6.537781158616174;31888.5307451;10.916680368746656;0.8853465453174646
180.0;60.0;207.45047656793014;0:59:10;760.4120929999636;14.872074155714776;14.337951304580283;900.00603911;11.542398072691412;25612.9879488;14.831825426030075;0.7475027777441968;900.002521634;8.66578859116089;31668.8800845;12.934287571465521;0.8241731019849861
180.0;65.0;207.434730333342;0:55:19;763.451672515041;18.160859303543628;17.50995050284937;900.029240085;15.07874734319345;22324.3837377;17.766942762416022;0.6096390149979063;900.004139486;10.892102067114743;31576.5946134;15.068442236273569;0.7468970657292164
180.0;70.0;207.4189840987539;0:52:01;769.9046344726952;21.660270190689516;20.885523362101594;900.008913154;18.51828567567888;18452.0028092;20.524723124595383;0.4387962005409273;900.014282614;13.025255209413444;31780.4077341;17.1559189211508;0.6548675044481109
180.0;75.0;207.45047656793014;0:49:10;784.2139912184034;23.264799265829577;22.42925603326967;900.007782368;21.92530977089503;14070.9144955;23.172708342609567;0.23426745194320742;899.997492271;15.636412662608564;29737.3795558;19.375245531815153;0.5197413345568673
200.0;20.0;228.44545601875222;2:55:50;757.6216883777878;11.860942759168816;10.384047873725443;836.922434393;14.850364585090423;705.301984027;13.093856313313388;0.20912138009154746;761.077539674;11.943072522013912;5.18892041722;10.456632465559805;0.011629680216945992
200.0;25.0;228.44545601875222;2:22:30;755.1833053866407;9.207522446984967;8.061024813055731;900.006796233;3.122544310677616;31774.2486397;6.906402730974053;0.9811523134848328;758.588273325;9.256630231520376;5.06038295306;8.104682360767493;0.011417310990102236
200.0;30.0;228.42446103930138;2:00:16;754.5202307962891;8.48579059442909;7.429844033182659;885.695374895;0.0;30678.5917715;4.029155848535191;1.0;889.166845658;0.0;30882.8414326;4.0559808645826;1.0
